file_usi	Delta Mass	USI	Charge	Cosine	Matching Peaks	Dataset	Status	MassIVE	Filename	node_id	Scan
mzspec:MSV000084900:G83222_5x_RH3_01_21511	0.0	mzspec:MSV000084900:G83222_5x_RH3_01_21511:scan:687	1	0.76	8	MSV000084900	NoID	MSV000084900	G83222_5x_RH3_01_21511.mzXML	grain/grass	1425
mzspec:MSV000084900:G75129_1x_RD9_01_18841	-0.0	mzspec:MSV000084900:G75129_1x_RD9_01_18841:scan:651	1	0.76	8	MSV000084900	NoID	MSV000084900	G75129_1x_RD9_01_18841.mzXML	red onion	1425
mzspec:MSV000084900:G72733_10x_BF11_01_17859	0.0	mzspec:MSV000084900:G72733_10x_BF11_01_17859:scan:657	1	0.76	8	MSV000084900	NoID	MSV000084900	G72733_10x_BF11_01_17859.mzXML	pork chop	1425
mzspec:MSV000084900:G79250_BH12_01_18767	0.0	mzspec:MSV000084900:G79250_BH12_01_18767:scan:634	1	0.76	8	MSV000084900	NoID	MSV000084900	G79250_BH12_01_18767.mzXML	steak	1425
mzspec:MSV000084900:18NAVY30_v1_lun_11_BH9_01_39717	0.0	mzspec:MSV000084900:18NAVY30_v1_lun_11_BH9_01_39717:scan:753	1	0.76	8	MSV000084900	NoID	MSV000084900	18NAVY30_v1_lun_11_BH9_01_39717.mzXML	plant	1425
mzspec:MSV000084900:G78959_p19_g6_rerun_GE6_01_21713	-0.0	mzspec:MSV000084900:G78959_p19_g6_rerun_GE6_01_21713:scan:650	1	0.76	8	MSV000084900	NoID	MSV000084900	G78959_p19_g6_rerun_GE6_01_21713.mzXML	meat	1425
mzspec:MSV000084900:G79254_2x_rerun_RB6_01_19153	0.0	mzspec:MSV000084900:G79254_2x_rerun_RB6_01_19153:scan:628	1	0.76	7	MSV000084900	NoID	MSV000084900	G79254_2x_rerun_RB6_01_19153.mzXML	wheat	1425
mzspec:MSV000084900:G95846_1x_BF5_01_32288	0.0	mzspec:MSV000084900:G95846_1x_BF5_01_32288:scan:564	1	0.76	7	MSV000084900	NoID	MSV000084900	G95846_1x_BF5_01_32288.mzXML	cherry tomato	1425
mzspec:MSV000084900:G75583_rerun_BG6_01_18773	0.0	mzspec:MSV000084900:G75583_rerun_BG6_01_18773:scan:640	1	0.76	7	MSV000084900	NoID	MSV000084900	G75583_rerun_BG6_01_18773.mzXML	beef	1425
mzspec:MSV000084900:G87520_1x_rerun_RD8_01_26490	0.0	mzspec:MSV000084900:G87520_1x_rerun_RD8_01_26490:scan:559	1	0.76	7	MSV000084900	NoID	MSV000084900	G87520_1x_rerun_RD8_01_26490.mzXML	grain/grass	1425
mzspec:MSV000084900:G72715_10x_BA9_01_17874	0.0	mzspec:MSV000084900:G72715_10x_BA9_01_17874:scan:625	1	0.76	7	MSV000084900	NoID	MSV000084900	G72715_10x_BA9_01_17874.mzXML	pork sausage	1425
mzspec:MSV000084900:G79575_1x_BD2_01_18094	0.0	mzspec:MSV000084900:G79575_1x_BD2_01_18094:scan:643	1	0.76	7	MSV000084900	NoID	MSV000084900	G79575_1x_BD2_01_18094.mzXML	complex	1425
mzspec:MSV000084900:G86917_1x_BG3_01_26633	-0.0	mzspec:MSV000084900:G86917_1x_BG3_01_26633:scan:623	1	0.76	7	MSV000084900	NoID	MSV000084900	G86917_1x_BG3_01_26633.mzXML	tuna, filet	1425
mzspec:MSV000084900:G87593_1x_rerun_BE5_01_26605	0.0	mzspec:MSV000084900:G87593_1x_rerun_BE5_01_26605:scan:625	1	0.76	6	MSV000084900	NoID	MSV000084900	G87593_1x_rerun_BE5_01_26605.mzXML	complex	1425
mzspec:MSV000084900:G86916_1x_rerun_2ul_BB3_01_26619	-0.0	mzspec:MSV000084900:G86916_1x_rerun_2ul_BB3_01_26619:scan:629	1	0.76	6	MSV000084900	NoID	MSV000084900	G86916_1x_rerun_2ul_BB3_01_26619.mzXML	plant	1425
mzspec:MSV000084900:G73713_BC4_01_18941	0.0	mzspec:MSV000084900:G73713_BC4_01_18941:scan:637	1	0.76	6	MSV000084900	NoID	MSV000084900	G73713_BC4_01_18941.mzXML	salmon	1425
mzspec:MSV000084900:G87521_1x_rerun_RC8_01_26505	-0.0	mzspec:MSV000084900:G87521_1x_rerun_RC8_01_26505:scan:426	1	0.76	6	MSV000084900	NoID	MSV000084900	G87521_1x_rerun_RC8_01_26505.mzXML	grain/grass	1425
mzspec:MSV000084900:G74006_5x_RD7_01_19510	0.0	mzspec:MSV000084900:G74006_5x_RD7_01_19510:scan:694	1	0.75	9	MSV000084900	NoID	MSV000084900	G74006_5x_RD7_01_19510.mzXML	cucumber	1425
mzspec:MSV000084900:G78969_rerun_BG9_01_18776	0.0	mzspec:MSV000084900:G78969_rerun_BG9_01_18776:scan:638	1	0.75	7	MSV000084900	NoID	MSV000084900	G78969_rerun_BG9_01_18776.mzXML	chicken	1425
mzspec:MSV000084900:G83451_1x_RC9_01_21760	0.0	mzspec:MSV000084900:G83451_1x_RC9_01_21760:scan:650	1	0.75	7	MSV000084900	NoID	MSV000084900	G83451_1x_RC9_01_21760.mzXML	complex	1425
mzspec:MSV000084900:G79570_1x_BA3_01_18048	0.0	mzspec:MSV000084900:G79570_1x_BA3_01_18048:scan:644	1	0.75	7	MSV000084900	NoID	MSV000084900	G79570_1x_BA3_01_18048.mzXML	beef, midsection dark meat	1425
mzspec:MSV000084900:G95849_1x_RB9_01_32095	0.0	mzspec:MSV000084900:G95849_1x_RB9_01_32095:scan:619	1	0.75	7	MSV000084900	NoID	MSV000084900	G95849_1x_RB9_01_32095.mzXML	cherry tomato	1425
mzspec:MSV000084900:73978_1x_BA4_01_17387	-0.0	mzspec:MSV000084900:73978_1x_BA4_01_17387:scan:697	1	0.75	7	MSV000084900	NoID	MSV000084900	73978_1x_BA4_01_17387.mzXML	green chili pepper	1425
mzspec:MSV000084900:73502_1x_BH5_01_20779	0.0	mzspec:MSV000084900:73502_1x_BH5_01_20779:scan:624	1	0.75	7	MSV000084900	NoID	MSV000084900	73502_1x_BH5_01_20779.mzXML	fleshy fruit	1425
mzspec:MSV000084900:G79574_5x_RE2_01_18354	0.0	mzspec:MSV000084900:G79574_5x_RE2_01_18354:scan:631	1	0.75	7	MSV000084900	NoID	MSV000084900	G79574_5x_RE2_01_18354.mzXML	complex	1425
mzspec:MSV000084900:G95848_1x_RH7_01_32179	0.0	mzspec:MSV000084900:G95848_1x_RH7_01_32179:scan:617	1	0.75	7	MSV000084900	NoID	MSV000084900	G95848_1x_RH7_01_32179.mzXML	cherry tomato	1425
mzspec:MSV000084900:G96187_RG3_01_31575	0.0	mzspec:MSV000084900:G96187_RG3_01_31575:scan:636	1	0.75	7	MSV000084900	NoID	MSV000084900	G96187_RG3_01_31575.mzXML	yogurt_cow	1425
mzspec:MSV000084900:G79665_1x_10ul_BB11_01_20281	-0.0	mzspec:MSV000084900:G79665_1x_10ul_BB11_01_20281:scan:637	1	0.75	7	MSV000084900	NoID	MSV000084900	G79665_1x_10ul_BB11_01_20281.mzXML	honey	1425
mzspec:MSV000084900:G75698_rerun_BH7_01_18779	0.0	mzspec:MSV000084900:G75698_rerun_BH7_01_18779:scan:633	1	0.75	7	MSV000084900	NoID	MSV000084900	G75698_rerun_BH7_01_18779.mzXML	beef	1425
mzspec:MSV000084900:G83249_1x_RG11_01_20356	0.0	mzspec:MSV000084900:G83249_1x_RG11_01_20356:scan:688	1	0.75	7	MSV000084900	NoID	MSV000084900	G83249_1x_RG11_01_20356.mzXML	purple carrot	1425
mzspec:MSV000084900:16NAVY10_v2_sup_3_GB10_01_39609	0.0	mzspec:MSV000084900:16NAVY10_v2_sup_3_GB10_01_39609:scan:708	1	0.75	7	MSV000084900	NoID	MSV000084900	16NAVY10_v2_sup_3_GB10_01_39609.mzXML	complex	1425
mzspec:MSV000084900:G75802_p19_e10_rerun2_GE5_01_21701	0.0	mzspec:MSV000084900:G75802_p19_e10_rerun2_GE5_01_21701:scan:637	1	0.75	6	MSV000084900	NoID	MSV000084900	G75802_p19_e10_rerun2_GE5_01_21701.mzXML	horse, red meat	1425
mzspec:MSV000084900:G96245_5x_RG10_01_32728	0.0	mzspec:MSV000084900:G96245_5x_RG10_01_32728:scan:589	1	0.75	6	MSV000084900	NoID	MSV000084900	G96245_5x_RG10_01_32728.mzXML	beef	1425
mzspec:MSV000084900:G75255_BH10_01_19058	0.01	mzspec:MSV000084900:G75255_BH10_01_19058:scan:641	1	0.75	6	MSV000084900	NoID	MSV000084900	G75255_BH10_01_19058.mzXML	duck breast	1425
mzspec:MSV000084900:G87306_1x_rerun_10ul_BA9_01_26142	-0.0	mzspec:MSV000084900:G87306_1x_rerun_10ul_BA9_01_26142:scan:675	1	0.75	5	MSV000084900	NoID	MSV000084900	G87306_1x_rerun_10ul_BA9_01_26142.mzXML	complex	1425
mzspec:MSV000084900:G86869_1x_RC2_01_23508	0.0	mzspec:MSV000084900:G86869_1x_RC2_01_23508:scan:608	1	0.75	5	MSV000084900	NoID	MSV000084900	G86869_1x_RC2_01_23508.mzXML	complex	1425
mzspec:MSV000084900:G75677_1x_10ul_rerun_RH9_01_19937	0.0	mzspec:MSV000084900:G75677_1x_10ul_rerun_RH9_01_19937:scan:439	1	0.75	5	MSV000084900	NoID	MSV000084900	G75677_1x_10ul_rerun_RH9_01_19937.mzXML	cantelope melon	1425
mzspec:MSV000084900:G78964_2x_rerun_RE4_01_19197	0.0	mzspec:MSV000084900:G78964_2x_rerun_RE4_01_19197:scan:631	1	0.75	5	MSV000084900	NoID	MSV000084900	G78964_2x_rerun_RE4_01_19197.mzXML	plant	1425
mzspec:MSV000084900:G79346_5x_rerun_BB7_01_19392	0.0	mzspec:MSV000084900:G79346_5x_rerun_BB7_01_19392:scan:635	1	0.75	5	MSV000084900	NoID	MSV000084900	G79346_5x_rerun_BB7_01_19392.mzXML	beef	1425
mzspec:MSV000084900:18NAVY28_v1_brk_2_GH11_01_39565	0.0	mzspec:MSV000084900:18NAVY28_v1_brk_2_GH11_01_39565:scan:742	1	0.75	5	MSV000084900	NoID	MSV000084900	18NAVY28_v1_brk_2_GH11_01_39565.mzXML	wheat	1425
mzspec:MSV000084900:G79277_1x_RD8_01_20308	0.0	mzspec:MSV000084900:G79277_1x_RD8_01_20308:scan:638	1	0.75	5	MSV000084900	NoID	MSV000084900	G79277_1x_RD8_01_20308.mzXML	black mission fig	1425
mzspec:MSV000084900:G73463_5x_BH11_01_18409	0.0	mzspec:MSV000084900:G73463_5x_BH11_01_18409:scan:693	1	0.74	8	MSV000084900	NoID	MSV000084900	G73463_5x_BH11_01_18409.mzXML	complex	1425
mzspec:MSV000084900:G83177_5x_RB4_01_21417	0.0	mzspec:MSV000084900:G83177_5x_RB4_01_21417:scan:694	1	0.74	7	MSV000084900	NoID	MSV000084900	G83177_5x_RB4_01_21417.mzXML	complex	1425
mzspec:MSV000084900:73976_1x_BB4_01_17400	0.0	mzspec:MSV000084900:73976_1x_BB4_01_17400:scan:698	1	0.74	7	MSV000084900	NoID	MSV000084900	73976_1x_BB4_01_17400.mzXML	tomato	1425
mzspec:MSV000084900:G75572_5x_RA9_01_20128	-0.0	mzspec:MSV000084900:G75572_5x_RA9_01_20128:scan:627	1	0.74	7	MSV000084900	NoID	MSV000084900	G75572_5x_RA9_01_20128.mzXML	plant	1425
mzspec:MSV000084900:G73977_2x_rerun_RG7_01_19441	0.0	mzspec:MSV000084900:G73977_2x_rerun_RG7_01_19441:scan:641	1	0.74	7	MSV000084900	NoID	MSV000084900	G73977_2x_rerun_RG7_01_19441.mzXML	complex	1425
mzspec:MSV000084900:G79550_1x_BA11_01_18217	0.0	mzspec:MSV000084900:G79550_1x_BA11_01_18217:scan:446	1	0.74	7	MSV000084900	NoID	MSV000084900	G79550_1x_BA11_01_18217.mzXML	trout, skin	1425
mzspec:MSV000084900:G95842_1x_RE11_01_32141	0.0	mzspec:MSV000084900:G95842_1x_RE11_01_32141:scan:625	1	0.74	7	MSV000084900	NoID	MSV000084900	G95842_1x_RE11_01_32141.mzXML	cherry tomato	1425
mzspec:MSV000084900:G78842_BE12_01_19014	0.0	mzspec:MSV000084900:G78842_BE12_01_19014:scan:641	1	0.74	7	MSV000084900	NoID	MSV000084900	G78842_BE12_01_19014.mzXML	complex	1425
mzspec:MSV000084900:18NAVY28_v2_sup_3_BA6_01_39746	0.0	mzspec:MSV000084900:18NAVY28_v2_sup_3_BA6_01_39746:scan:734	1	0.74	7	MSV000084900	NoID	MSV000084900	18NAVY28_v2_sup_3_BA6_01_39746.mzXML	chicken	1425
mzspec:MSV000084900:18NAVY30_v2_sup_6_rerun_GF6_01_39603	0.0	mzspec:MSV000084900:18NAVY30_v2_sup_6_rerun_GF6_01_39603:scan:710	1	0.74	7	MSV000084900	NoID	MSV000084900	18NAVY30_v2_sup_6_rerun_GF6_01_39603.mzXML	complex	1425
mzspec:MSV000084900:G79551_p14_h10_GB4_01_21640	0.0	mzspec:MSV000084900:G79551_p14_h10_GB4_01_21640:scan:651	1	0.74	7	MSV000084900	NoID	MSV000084900	G79551_p14_h10_GB4_01_21640.mzXML	trout, end fin	1425
mzspec:MSV000084900:G87364_1x_BA6_01_25986	0.0	mzspec:MSV000084900:G87364_1x_BA6_01_25986:scan:653	1	0.74	5	MSV000084900	NoID	MSV000084900	G87364_1x_BA6_01_25986.mzXML	pineapple	1425
mzspec:MSV000084900:18NAVY30_v2_lun_2_GH6_01_39633	0.0	mzspec:MSV000084900:18NAVY30_v2_lun_2_GH6_01_39633:scan:710	1	0.73	7	MSV000084900	NoID	MSV000084900	18NAVY30_v2_lun_2_GH6_01_39633.mzXML	cucumber	1425
mzspec:MSV000084900:G72456_10x_BH6_01_17934	0.0	mzspec:MSV000084900:G72456_10x_BH6_01_17934:scan:676	1	0.73	7	MSV000084900	NoID	MSV000084900	G72456_10x_BH6_01_17934.mzXML	complex	1425
mzspec:MSV000084900:G75650_5x_BH2_01_19359	0.0	mzspec:MSV000084900:G75650_5x_BH2_01_19359:scan:644	1	0.73	7	MSV000084900	NoID	MSV000084900	G75650_5x_BH2_01_19359.mzXML	complex	1425
mzspec:MSV000084900:75236_1x_BD4_01_20744	0.0	mzspec:MSV000084900:75236_1x_BD4_01_20744:scan:643	1	0.73	7	MSV000084900	NoID	MSV000084900	75236_1x_BD4_01_20744.mzXML	anchovy extract	1425
mzspec:MSV000084900:18NAVY27_v1_sup_4_BF3_01_39731	0.0	mzspec:MSV000084900:18NAVY27_v1_sup_4_BF3_01_39731:scan:723	1	0.73	7	MSV000084900	NoID	MSV000084900	18NAVY27_v1_sup_4_BF3_01_39731.mzXML	complex	1425
mzspec:MSV000084900:75261_1x_rerun_BB6_01_21458	0.0	mzspec:MSV000084900:75261_1x_rerun_BB6_01_21458:scan:632	1	0.73	7	MSV000084900	NoID	MSV000084900	75261_1x_rerun_BB6_01_21458.mzXML	fruit	1425
mzspec:MSV000084900:G75622_rerun_BD4_01_19081	0.0	mzspec:MSV000084900:G75622_rerun_BD4_01_19081:scan:650	1	0.73	7	MSV000084900	NoID	MSV000084900	G75622_rerun_BD4_01_19081.mzXML	complex	1425
mzspec:MSV000084900:G79712_5x_BB10_01_19624	0.0	mzspec:MSV000084900:G79712_5x_BB10_01_19624:scan:620	1	0.73	6	MSV000084900	NoID	MSV000084900	G79712_5x_BB10_01_19624.mzXML	string cheese	1425
mzspec:MSV000084900:G78885_5x_BD12_01_19999	0.0	mzspec:MSV000084900:G78885_5x_BD12_01_19999:scan:619	1	0.73	6	MSV000084900	NoID	MSV000084900	G78885_5x_BD12_01_19999.mzXML	beer mash	1425
mzspec:MSV000084900:G79206_p19_g9_GC7_01_21680	0.0	mzspec:MSV000084900:G79206_p19_g9_GC7_01_21680:scan:192	1	0.73	6	MSV000084900	NoID	MSV000084900	G79206_p19_g9_GC7_01_21680.mzXML	turkey inner meat	1425
mzspec:MSV000084900:18NAVY30_v1_lun_5_BB9_01_39711	0.0	mzspec:MSV000084900:18NAVY30_v1_lun_5_BB9_01_39711:scan:722	1	0.73	6	MSV000084900	NoID	MSV000084900	18NAVY30_v1_lun_5_BB9_01_39711.mzXML	grape	1425
mzspec:MSV000084900:G86835_1x_10ul_RF10_01_23464	0.0	mzspec:MSV000084900:G86835_1x_10ul_RF10_01_23464:scan:650	1	0.73	5	MSV000084900	NoID	MSV000084900	G86835_1x_10ul_RF10_01_23464.mzXML	strawberry	1425
mzspec:MSV000084900:G78974_2x_RA11_01_19107	0.0	mzspec:MSV000084900:G78974_2x_RA11_01_19107:scan:641	1	0.73	5	MSV000084900	NoID	MSV000084900	G78974_2x_RA11_01_19107.mzXML	plant	1425
mzspec:MSV000084900:G87454_1x_BD7_01_26035	0.0	mzspec:MSV000084900:G87454_1x_BD7_01_26035:scan:425	1	0.73	5	MSV000084900	NoID	MSV000084900	G87454_1x_BD7_01_26035.mzXML	plant	1425
mzspec:MSV000084900:18NAVY30_v1_lun_7_BD9_01_39713	0.0	mzspec:MSV000084900:18NAVY30_v1_lun_7_BD9_01_39713:scan:759	1	0.72	8	MSV000084900	NoID	MSV000084900	18NAVY30_v1_lun_7_BD9_01_39713.mzXML	tomato	1425
mzspec:MSV000084900:G86811_10x_1ul_RE2_01_23209	0.0	mzspec:MSV000084900:G86811_10x_1ul_RE2_01_23209:scan:701	1	0.72	7	MSV000084900	NoID	MSV000084900	G86811_10x_1ul_RE2_01_23209.mzXML	mustard	1425
mzspec:MSV000084900:G86740_1x_BG7_01_23219	-0.0	mzspec:MSV000084900:G86740_1x_BG7_01_23219:scan:653	1	0.72	7	MSV000084900	NoID	MSV000084900	G86740_1x_BG7_01_23219.mzXML	complex	1425
mzspec:MSV000084900:G87560_1x_BB10_01_26617	0.0	mzspec:MSV000084900:G87560_1x_BB10_01_26617:scan:647	1	0.72	6	MSV000084900	NoID	MSV000084900	G87560_1x_BB10_01_26617.mzXML	complex	1425
mzspec:MSV000084900:G73704_5x_RB5_01_19476	0.0	mzspec:MSV000084900:G73704_5x_RB5_01_19476:scan:627	1	0.72	6	MSV000084900	NoID	MSV000084900	G73704_5x_RB5_01_19476.mzXML	napa cabbage	1425
mzspec:MSV000084900:G79319_5x_BD11_01_19307	0.0	mzspec:MSV000084900:G79319_5x_BD11_01_19307:scan:634	1	0.72	6	MSV000084900	NoID	MSV000084900	G79319_5x_BD11_01_19307.mzXML	trout, meat	1425
mzspec:MSV000084900:G75582_BH6_01_18760	0.0	mzspec:MSV000084900:G75582_BH6_01_18760:scan:647	1	0.72	5	MSV000084900	NoID	MSV000084900	G75582_BH6_01_18760.mzXML	ground bison	1425
mzspec:MSV000084900:G78935_BC10_01_18676	0.0	mzspec:MSV000084900:G78935_BC10_01_18676:scan:647	1	0.72	5	MSV000084900	NoID	MSV000084900	G78935_BC10_01_18676.mzXML	beef	1425
mzspec:MSV000084900:G79572_5x_RG2_01_18212	0.0	mzspec:MSV000084900:G79572_5x_RG2_01_18212:scan:642	1	0.72	5	MSV000084900	NoID	MSV000084900	G79572_5x_RG2_01_18212.mzXML	complex	1425
mzspec:MSV000084900:G96119_BA5_01_31658	-0.0	mzspec:MSV000084900:G96119_BA5_01_31658:scan:563	1	0.72	4	MSV000084900	NoID	MSV000084900	G96119_BA5_01_31658.mzXML	yogurt_cow	1425
mzspec:MSV000084900:G75761_1x_10ul_RC10_01_19687	0.0	mzspec:MSV000084900:G75761_1x_10ul_RC10_01_19687:scan:693	1	0.71	7	MSV000084900	NoID	MSV000084900	G75761_1x_10ul_RC10_01_19687.mzXML	plant	1425
mzspec:MSV000084900:G79518_1x_10ul_BE3_01_20289	0.0	mzspec:MSV000084900:G79518_1x_10ul_BE3_01_20289:scan:689	1	0.71	7	MSV000084900	NoID	MSV000084900	G79518_1x_10ul_BE3_01_20289.mzXML	complex	1425
mzspec:MSV000084900:G79225_p19_h12_GD7_01_21682	0.0	mzspec:MSV000084900:G79225_p19_h12_GD7_01_21682:scan:645	1	0.71	7	MSV000084900	NoID	MSV000084900	G79225_p19_h12_GD7_01_21682.mzXML	beef	1425
mzspec:MSV000084900:G78866_5x_BE12_01_20016	0.0	mzspec:MSV000084900:G78866_5x_BE12_01_20016:scan:615	1	0.71	6	MSV000084900	NoID	MSV000084900	G78866_5x_BE12_01_20016.mzXML	grain/grass	1425
mzspec:MSV000084900:G79579_5x_RF7_01_18149	0.0	mzspec:MSV000084900:G79579_5x_RF7_01_18149:scan:648	1	0.71	6	MSV000084900	NoID	MSV000084900	G79579_5x_RF7_01_18149.mzXML	silversides, mixed meat	1425
mzspec:MSV000084900:G78804_1x_BF7_01_19543	-0.0	mzspec:MSV000084900:G78804_1x_BF7_01_19543:scan:632	1	0.71	6	MSV000084900	NoID	MSV000084900	G78804_1x_BF7_01_19543.mzXML	grain/grass	1425
mzspec:MSV000084900:G79578_5x_RA2_01_18344	0.0	mzspec:MSV000084900:G79578_5x_RA2_01_18344:scan:627	1	0.71	6	MSV000084900	NoID	MSV000084900	G79578_5x_RA2_01_18344.mzXML	complex	1425
mzspec:MSV000084900:72445_1x_BC8_01_17426	0.0	mzspec:MSV000084900:72445_1x_BC8_01_17426:scan:646	1	0.71	6	MSV000084900	NoID	MSV000084900	72445_1x_BC8_01_17426.mzXML	tomato	1425
mzspec:MSV000084900:G79476_5x_RB10_01_18045	0.0	mzspec:MSV000084900:G79476_5x_RB10_01_18045:scan:646	1	0.71	5	MSV000084900	NoID	MSV000084900	G79476_5x_RB10_01_18045.mzXML	heart, beef	1425
mzspec:MSV000084900:G96246_5x_RF7_01_32695	0.0	mzspec:MSV000084900:G96246_5x_RF7_01_32695:scan:605	1	0.71	5	MSV000084900	NoID	MSV000084900	G96246_5x_RF7_01_32695.mzXML	beef	1425
mzspec:MSV000084900:G96121_BA4_01_31655	0.0	mzspec:MSV000084900:G96121_BA4_01_31655:scan:682	1	0.71	5	MSV000084900	NoID	MSV000084900	G96121_BA4_01_31655.mzXML	yogurt_cow	1425
mzspec:MSV000084900:G86982_1x_rerun_RF3_01_26525	0.0	mzspec:MSV000084900:G86982_1x_rerun_RF3_01_26525:scan:688	1	0.7	7	MSV000084900	NoID	MSV000084900	G86982_1x_rerun_RF3_01_26525.mzXML	plant	1425
mzspec:MSV000084900:G78993_2x_RA10_01_19106	0.0	mzspec:MSV000084900:G78993_2x_RA10_01_19106:scan:635	1	0.7	7	MSV000084900	NoID	MSV000084900	G78993_2x_RA10_01_19106.mzXML	plant	1425
mzspec:MSV000084900:G75782_5x_BC2_01_19276	0.0	mzspec:MSV000084900:G75782_5x_BC2_01_19276:scan:624	1	0.7	6	MSV000084900	NoID	MSV000084900	G75782_5x_BC2_01_19276.mzXML	horse, fatty light meat	1425
mzspec:MSV000084900:G79673_5x_RC10_01_19498	0.0	mzspec:MSV000084900:G79673_5x_RC10_01_19498:scan:639	1	0.7	6	MSV000084900	NoID	MSV000084900	G79673_5x_RC10_01_19498.mzXML	pepper	1425
mzspec:MSV000084900:G86901_1x_BB2_01_23133	0.0	mzspec:MSV000084900:G86901_1x_BB2_01_23133:scan:657	1	0.7	6	MSV000084900	NoID	MSV000084900	G86901_1x_BB2_01_23133.mzXML	plant	1425
mzspec:MSV000084900:G79596_5x_RH7_01_17973	0.0	mzspec:MSV000084900:G79596_5x_RH7_01_17973:scan:687	1	0.7	6	MSV000084900	NoID	MSV000084900	G79596_5x_RH7_01_17973.mzXML	sardine, meat	1425
mzspec:MSV000084900:G86902_1x_BB3_01_23135	0.0	mzspec:MSV000084900:G86902_1x_BB3_01_23135:scan:652	1	0.7	6	MSV000084900	NoID	MSV000084900	G86902_1x_BB3_01_23135.mzXML	complex	1425
mzspec:MSV000084900:G75239_BE10_01_19012	0.0	mzspec:MSV000084900:G75239_BE10_01_19012:scan:646	1	0.7	5	MSV000084900	NoID	MSV000084900	G75239_BE10_01_19012.mzXML	duck	1425
mzspec:MSV000084900:G96101_BB5_01_31681	0.0	mzspec:MSV000084900:G96101_BB5_01_31681:scan:569	1	0.7	5	MSV000084900	NoID	MSV000084900	G96101_BB5_01_31681.mzXML	yogurt_cow	1425
mzspec:MSV000084900:G87605_1x_RF11_01_26318	0.0	mzspec:MSV000084900:G87605_1x_RF11_01_26318:scan:620	1	0.7	5	MSV000084900	NoID	MSV000084900	G87605_1x_RF11_01_26318.mzXML	tomato	1425
mzspec:MSV000084900:G87477_1x_BF2_01_26622	0.0	mzspec:MSV000084900:G87477_1x_BF2_01_26622:scan:633	1	0.7	5	MSV000084900	NoID	MSV000084900	G87477_1x_BF2_01_26622.mzXML	complex	1425
mzspec:MSV000084900:G87363_1x_BA5_01_26139	0.0	mzspec:MSV000084900:G87363_1x_BA5_01_26139:scan:634	1	0.7	5	MSV000084900	NoID	MSV000084900	G87363_1x_BA5_01_26139.mzXML	ground cherry	1425
mzspec:MSV000084900:G86879_1x_rerun_RG4_01_23443	0.0	mzspec:MSV000084900:G86879_1x_rerun_RG4_01_23443:scan:1679	1	0.89	7	MSV000084900	NoID	MSV000084900	G86879_1x_rerun_RG4_01_23443.mzXML	spinach	3597
mzspec:MSV000084900:G87452_1x_rerun_BB9_01_26144	-0.0	mzspec:MSV000084900:G87452_1x_rerun_BB9_01_26144:scan:1691	1	0.84	5	MSV000084900	NoID	MSV000084900	G87452_1x_rerun_BB9_01_26144.mzXML	vegetable/herb	3597
mzspec:MSV000084900:G86823_1x_RF7_01_23365	0.0	mzspec:MSV000084900:G86823_1x_RF7_01_23365:scan:1674	1	0.78	5	MSV000084900	NoID	MSV000084900	G86823_1x_RF7_01_23365.mzXML	plant	3597
mzspec:MSV000084900:G72670_5x_RD5_01_20176	0.0	mzspec:MSV000084900:G72670_5x_RD5_01_20176:scan:1759	1	0.9	5	MSV000084900	NoID	MSV000084900	G72670_5x_RD5_01_20176.mzXML	complex	1264
mzspec:MSV000084900:G78867_5x_rerun_BG12_01_20105	0.0	mzspec:MSV000084900:G78867_5x_rerun_BG12_01_20105:scan:2021	1	0.88	5	MSV000084900	NoID	MSV000084900	G78867_5x_rerun_BG12_01_20105.mzXML	grain/grass	1264
mzspec:MSV000084900:G79675_5x_10ul_RG2_01_19551	-0.0	mzspec:MSV000084900:G79675_5x_10ul_RG2_01_19551:scan:1736	1	0.86	5	MSV000084900	NoID	MSV000084900	G79675_5x_10ul_RG2_01_19551.mzXML	cabbage	1264
mzspec:MSV000084900:G72734_10x_BG11_01_17927	-0.01	mzspec:MSV000084900:G72734_10x_BG11_01_17927:scan:1773	1	0.85	5	MSV000084900	NoID	MSV000084900	G72734_10x_BG11_01_17927.mzXML	complex	1264
mzspec:MSV000084900:G86827_1x_RF5_01_23362	0.0	mzspec:MSV000084900:G86827_1x_RF5_01_23362:scan:1762	1	0.83	4	MSV000084900	NoID	MSV000084900	G86827_1x_RF5_01_23362.mzXML	smoked paprika	1264
mzspec:MSV000084900:G75571_2x_5ul_RE11_01_19175	-0.0	mzspec:MSV000084900:G75571_2x_5ul_RE11_01_19175:scan:1764	1	0.82	5	MSV000084900	NoID	MSV000084900	G75571_2x_5ul_RE11_01_19175.mzXML	red chili pepper	1264
mzspec:MSV000084900:72675_1x_BC3_01_17412	0.0	mzspec:MSV000084900:72675_1x_BC3_01_17412:scan:1778	1	0.81	5	MSV000084900	NoID	MSV000084900	72675_1x_BC3_01_17412.mzXML	grape	1264
mzspec:MSV000084900:72504_1x_BH8_01_17502	-0.0	mzspec:MSV000084900:72504_1x_BH8_01_17502:scan:2025	1	0.81	4	MSV000084900	NoID	MSV000084900	72504_1x_BH8_01_17502.mzXML	turkish fig	1264
mzspec:MSV000084900:G73452_1x_RE6_01_20323	0.0	mzspec:MSV000084900:G73452_1x_RE6_01_20323:scan:1697	1	0.81	4	MSV000084900	NoID	MSV000084900	G73452_1x_RE6_01_20323.mzXML	avocado	1264
